Nº,Fecha,Comarca,ID CG,Nº brotes,Nº mov. Riesgo,Grado alerta,Temperatura estimada,Supervivencia del virus en días
10,2020-12-07,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,4,2.1,5,9.5429,12.2997
11,2020-12-07,LITORAL,SP11016,4,1.72,5,13.3286,9.6869
12,2020-12-07,ARABA-ALAVA,SP01059,4,0.5123,5,2.1,24.138
13,2020-12-07,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,4,0.2008,2,11.8667,10.5954
14,2020-12-07,A MARIÑA OCCIDENTAL,SP27066,4,0.0903,1,11.0571,11.1479
15,2020-12-07,MALAGA (GUADAHORCE ORIENTAL),SP29067,4,0.4794,4,13.42,9.6334
16,2020-12-07,BADAJOZ,SP06015,4,0.9122,5,6.9143,14.8193
17,2020-12-07,TERRA DE SONEIRA,SP15093,4,0.1597,1,10.8714,11.2804
18,2020-12-07,MADRID (C.U.),SP28079,4,0.729,5,3.3571,20.4693
19,2020-12-07,LUGO,SP27028,4,0.133,2,2.7857,21.9284
20,2020-12-07,TALAVERA DE LA REINA,SP45165,4,0.4114,5,6.1857,15.6901
21,2020-12-07,DON BENITO,SP06044,4,0.5539,5,8.1857,13.4993
22,2020-12-07,SALAMANCA,SP37274,4,0.2049,5,1.4714,26.9197
23,2020-12-07,ARANJUEZ,SP28013,4,0.3528,5,3.8143,19.4709
24,2020-12-07,BUSTURIALDEA,SP48021,4,0.1669,1,11.2714,10.9978
25,2020-12-07,CAMPIÑA,SP11020,4,1.7337,5,7.7714,13.9054
26,2020-12-07,O SAR-BARBANZA,SP15065,4,0.3776,5,6,15.9284
27,2020-12-07,COLMENAR VIEJO,SP28045,4,0.36,5,5.1714,17.0906
28,2020-12-07,ALMONTE (ENTORNO DE DOÑANA),SP21005,4,2.2126,5,8.9429,12.8075
29,2020-12-07,DONOSTIALDEA-BIDASOA,SP20063,4,0.3768,4,9.6429,12.2182
30,2020-12-07,LA JANDA,SP11023,4,0.268,3,10.625,11.4597
31,2020-12-07,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,4,0.2541,3,8.3857,13.3105
32,2020-12-07,ARGANDA DEL REY,SP28014,4,0.3295,5,2.7571,22.009
33,2020-12-07,TUDELA,SP31232,4,0.1546,3,2.3143,23.3782
34,2020-12-07,HUESCA,SP22125,4,0.1173,1,5.6143,16.448
35,2020-12-07,TRUJILLO,SP10195,4,0.4679,5,8.1857,13.4993
36,2020-12-07,PONTEVEDRA-O MORRAZO,SP36038,4,0.1087,1,7.3714,14.3187
37,2020-12-07,TORRELAVEGA,SP39087,4,0.3364,4,7.0857,14.6278
38,2020-12-07,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,4,0.1753,2,5.1714,17.0906
39,2020-12-07,ORTEGAL,SP15061,4,0.1166,1,11.0571,11.1479
40,2020-12-07,TORRIJOS,SP45173,4,0.1512,2,5.1571,17.1122
41,2020-12-07,GUADALAJARA,SP19130,4,0.1362,4,1.0667,29.4353
42,2020-12-07,ALCALA DE HENARES,SP28005,4,0.0932,2,2.7571,22.009
43,2020-12-07,ESTELLA,SP31097,4,0.1179,2,2.3571,23.2347
44,2020-12-07,TAFALLA,SP31227,4,0.1474,3,2.3143,23.3782
45,2020-12-07,XALLAS-MUROS,SP15077,4,0.0971,1,10.8714,11.2804
46,2020-12-07,TERRA DE LEMOS-QUIROGA,SP27031,4,0.1006,1,3.9429,19.2117
47,2020-12-07,MARCHENA (SERRANÍA SUDOESTE),SP41060,4,0.1359,1,8.4857,13.2178
48,2020-12-07,CAMPO DE GIBRALTAR,SP11004,4,0.4564,4,12.6143,10.1176
49,2020-12-07,PAMPLONA,SP31201,4,0.1529,2,4.3857,18.3793
50,2020-12-07,EJEA DE LOS CABALLEROS,SP50095,4,0.1406,3,2.3143,23.3782
51,2020-12-07,HERRERA DEL DUQUE,SP06063,4,0.0815,1,6.8286,14.9169
52,2020-12-07,MONTSIA (AMPOSTA),SP43014,4,0.6774,5,7.7714,13.9054
53,2020-12-07,RONDA (RONDA),SP29084,4,0.0742,1,6.1,15.7992
54,2020-12-07,UTRERA (BAJO GUADALQUIVIR),SP41095,4,1.3841,5,8.4857,13.2178
55,2020-12-07,REINOSA,SP39059,4,0.1387,5,-1.66,66
56,2020-12-07,MADRIDEJOS,SP45087,4,0.1832,3,2.8429,21.7696
57,2020-12-07,SIERO,SP33066,4,0.3095,4,7.5714,14.1093
58,2020-12-07,IRURZUN,SP31904,4,0.1903,2,6.4143,15.4063
59,2020-12-07,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,4,0.1478,1,8.3857,13.3105
60,2020-12-07,BAIX LLOBREGAT (SANT BOI),SP08200,4,0.1151,1,10,11.9338
61,2020-12-07,VILLALPANDO,SP49250,4,0.1945,4,2.7714,21.9686
62,2020-12-07,RIO ANDARAX/RIO NACIMIENTO,SP04030,4,0.0689,1,5.1714,17.0906
63,2020-12-07,MIRANDA DE EBRO,SP09219,4,0.0788,1,2.3571,23.2347
64,2020-12-07,OCAÑA,SP45121,4,0.1946,3,3.8143,19.4709
65,2020-12-07,PLASENCIA,SP10148,4,0.1232,1,7.8,13.8768
66,2020-12-07,BALTANAS,SP34022,4,0.0931,2,1.8429,25.1595
67,2020-12-07,NAVALMORAL DE LA MATA,SP10131,4,0.1786,2,6.5857,15.2001
68,2020-12-07,NOROESTE (CARAVACA),SP30015,4,0.0988,1,4.4286,18.3032
69,2020-12-07,VALLADOLID,SP47186,4,0.0516,1,2.1429,23.9801
70,2020-12-07,SELVA (SANTA COLOMA DE FARNERS),SP17180,4,0.1327,2,6.2143,15.654
71,2020-12-07,SARIÑENA,SP22213,4,0.0635,1,5.6143,16.448
72,2020-12-07,CARMONA (LOS ARCORES),SP41024,4,0.2294,2,9.5429,12.2997
73,2020-12-07,LEON,SP24089,4,0.0912,1,3.9,19.2972
74,2020-12-07,BAZA (ALTIPLANICIE SUR),SP18023,4,0.0773,1,4,19.0992
75,2020-12-07,DAROCA,SP50094,4,0.2028,5,0.7,32.7292
76,2020-12-07,ALT EMPORDA (FIGUERES),SP17066,4,0.2756,4,6.5429,15.2511
77,2020-12-07,TORDESILLAS,SP47165,4,0.0589,1,2.1429,23.9801
78,2020-12-07,ALMODOVAR DEL CAMPO,SP13015,4,0.0824,1,6.7143,15.0489
79,2020-12-07,ANTEQUERA (ANTEQUERA),SP29015,4,0.2051,2,9.0714,12.6959
80,2020-12-07,CALDAS,SP36005,4,0.0639,1,6,15.9284
81,2020-12-07,SAHAGUN,SP24139,4,0.2517,5,1.6571,25.9902
82,2020-12-07,ZAFRA,SP06158,4,0.1222,1,7.3,14.3948
83,2020-12-07,CASTUERA,SP06036,4,0.2286,3,8.1857,13.4993
84,2020-12-07,ALT URGELL (SEU D'URGELL),SP25203,4,0.0807,5,-0.1429,66
85,2020-12-07,SEGOVIA,SP40194,4,0.1258,4,0.5571,34.5142
86,2020-12-07,TOLEDO,SP45168,4,0.1123,2,3.8143,19.4709
87,2020-12-07,SANTA FE (VEGA DE GRANADA),SP18175,4,0.1972,3,4,19.0992
88,2020-12-07,CUENCA,SP16078,4,0.2726,5,1.0857,29.2969
89,2020-12-07,MOTILLA DEL PALANCAR,SP16134,4,0.0909,2,2.7286,22.0905
90,2020-12-07,AZUAGA,SP06014,4,0.103,1,7.3,14.3948
91,2020-12-07,CANTILLANA (VEGA DE SEVILLA),SP41023,4,0.188,2,9.5429,12.2997
92,2020-12-07,VERIN,SP32085,4,0.1117,3,1.3,27.8883
93,2020-12-07,MORA DE RUBIELOS,SP44158,4,0.0501,1,0.8857,30.889
94,2020-12-07,TERUEL,SP44216,4,0.0501,1,0.6,33.9347
95,2020-12-07,SEGRIA (LLEIDA),SP25120,4,0.1759,3,3.1714,20.9143
96,2020-12-07,LOGROSAN (ZORITA),SP10109,4,0.1671,2,8.1857,13.4993
97,2020-12-07,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,4,0.2192,3,5.5571,16.528
98,2020-12-07,ALBARRACÍN,SP44009,4,0.1587,5,0.6,33.9347
99,2020-12-07,CANTAVIEJA,SP44059,4,0.078,2,0.8857,30.889
100,2020-12-07,TAUSTE,SP50252,4,0.1187,2,2.3143,23.3782
101,2020-12-07,PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL),SP21058,4,0.0848,1,9.5571,12.288
102,2020-12-07,ALFAMBRA,SP44016,4,0.0893,3,0.6,33.9347
103,2020-12-07,MONTALBÁN,SP44155,4,0.0893,5,-0.2286,66
104,2020-12-07,BAÑEZA LA,SP24010,4,0.0634,1,2.1571,23.9281
105,2020-12-07,BENAVENTE,SP49021,4,0.0494,1,2.7714,21.9686
106,2020-12-07,PAREDES DE NAVA,SP34123,4,0.0447,1,1.8429,25.1595
107,2020-12-07,VALDERROBRES,SP44246,4,0.0679,1,2.2714,23.5244
108,2020-12-07,MOLINA DE ARAGÓN,SP19190,4,0.0221,1,-1.2429,66
109,2020-12-07,CALAMOCHA,SP44050,4,0.0466,1,0.7,32.7292
110,2020-12-07,CASTROJERIZ,SP09091,4,0.0496,1,1.6571,25.9902
111,2020-12-07,VALENCIA DE DON JUAN,SP24188,4,0.0479,1,2.7714,21.9686
1,2020-12-14,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,5,2.1196,5,7.4286,14.2583
2,2020-12-14,LITORAL,SP11016,5,1.8274,5,12.2857,10.324
3,2020-12-14,GIJON,SP33024,5,0.5054,5,7.7429,13.9343
4,2020-12-14,VIGO-O BAIXO MIÑO,SP36039,5,0.2159,3,4.7857,17.6967
5,2020-12-14,BURGOS,SP09059,5,0.0842,5,-1.9,66
6,2020-12-14,CARTAYA (COSTA OCCIDENTAL),SP21021,5,0.8432,5,9.3571,12.4534
7,2020-12-14,ZAMORA,SP49275,5,0.0725,2,0.6,33.9347
8,2020-12-14,MANZANARES,SP13053,5,0.5387,5,0.9143,30.6408
9,2020-12-14,CACERES,SP10037,5,0.641,5,3.9,19.2972
10,2020-12-14,MERIDA,SP06083,5,0.5592,5,3.9,19.2972
11,2020-12-14,L'HORTA SUD-ALDAIA,SP46021,5,0.2197,3,4.7286,17.7907
12,2020-12-14,DON BENITO,SP06044,5,0.5824,5,4.9857,17.3766
13,2020-12-14,ARANJUEZ,SP28013,5,0.3775,5,-0.2143,66
14,2020-12-14,PONIENTE,SP04003,5,0.1107,1,12.0429,10.4802
15,2020-12-14,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,5,0.1807,3,4.1714,18.771
16,2020-12-14,A MARIÑA OCCIDENTAL,SP27066,5,0.1083,1,8.7429,12.9844
17,2020-12-14,O SAR-BARBANZA,SP15065,5,0.4191,5,4.0429,19.0158
18,2020-12-14,PONTEVEDRA-O MORRAZO,SP36038,5,0.1201,2,4.7857,17.6967
19,2020-12-14,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,5,0.2317,2,8.85,12.8891
20,2020-12-14,ORTEGAL,SP15061,5,0.1257,1,8.7429,12.9844
21,2020-12-14,LA JANDA,SP11023,5,0.2759,3,10.1143,11.8449
22,2020-12-14,TORRIJOS,SP45173,5,0.1532,4,1.5143,26.6951
23,2020-12-14,MALAGA (GUADAHORCE ORIENTAL),SP29067,5,0.5275,5,12.3143,10.3059
24,2020-12-14,BADAJOZ,SP06015,5,0.8885,5,4.7286,17.7907
25,2020-12-14,COLMENAR VIEJO,SP28045,5,0.3933,5,1.6714,25.923
26,2020-12-14,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,5,0.2632,4,4.4286,18.3032
27,2020-12-14,ARABA-ALAVA,SP01059,5,0.4954,5,0.8143,31.5466
28,2020-12-14,TERRA DE SONEIRA,SP15093,5,0.1573,2,7.5,14.1835
29,2020-12-14,MADRID (C.U.),SP28079,5,0.7701,5,0.4143,36.831
30,2020-12-14,LUGO,SP27028,5,0.1331,3,1.4714,26.9197
31,2020-12-14,TALAVERA DE LA REINA,SP45165,5,0.4439,5,1.0833,29.3141
32,2020-12-14,SALAMANCA,SP37274,5,0.2203,5,-1.6286,66
33,2020-12-14,BUSTURIALDEA,SP48021,5,0.1674,2,7.3429,14.349
34,2020-12-14,CAMPIÑA,SP11020,5,1.7272,5,6.15,15.7353
35,2020-12-14,ALMONTE (ENTORNO DE DOÑANA),SP21005,5,2.0968,5,7.9714,13.7067
36,2020-12-14,IRURZUN,SP31904,5,0.1905,3,5.7857,16.2128
37,2020-12-14,DONOSTIALDEA-BIDASOA,SP20063,5,0.3763,5,5.4,16.7524
38,2020-12-14,ARGANDA DEL REY,SP28014,5,0.3305,5,-0.7714,66
39,2020-12-14,TUDELA,SP31232,5,0.1533,3,2.7571,22.009
40,2020-12-14,FUENTE DE SAN ESTEBAN LA,SP37135,5,0.0266,1,0.1571,44.4117
41,2020-12-14,HUESCA,SP22125,5,0.1085,3,1.2,28.5142
42,2020-12-14,BERMILLO DE SAYAGO,SP49023,5,0.037,1,0.6,33.9347
43,2020-12-14,TRUJILLO,SP10195,5,0.4597,5,4.9857,17.3766
44,2020-12-14,TORRELAVEGA,SP39087,5,0.325,4,6.7429,15.0157
45,2020-12-14,GUADALAJARA,SP19130,5,0.1457,5,-2.9571,66
46,2020-12-14,ALCALA DE HENARES,SP28005,5,0.0939,5,-0.7714,66
47,2020-12-14,ESTELLA,SP31097,5,0.1175,2,3.3,20.6035
48,2020-12-14,TAFALLA,SP31227,5,0.144,3,2.7571,22.009
49,2020-12-14,XALLAS-MUROS,SP15077,5,0.0995,1,7.5,14.1835
50,2020-12-14,TERRA DE LEMOS-QUIROGA,SP27031,5,0.1038,3,0.6143,33.7506
51,2020-12-14,MARCHENA (SERRANÍA SUDOESTE),SP41060,5,0.128,1,6.6429,15.1325
52,2020-12-14,MALAGÓN,SP13052,5,0.0464,1,0.9571,30.2825
53,2020-12-14,CAMPO DE GIBRALTAR,SP11004,5,0.4474,5,10.2286,11.7571
54,2020-12-14,PAMPLONA,SP31201,5,0.1421,3,1.5857,26.3347
55,2020-12-14,EJEA DE LOS CABALLEROS,SP50095,5,0.1402,3,2.7571,22.009
56,2020-12-14,HERRERA DEL DUQUE,SP06063,5,0.0841,1,3.1429,20.9851
57,2020-12-14,MONTSIA (AMPOSTA),SP43014,5,0.7176,5,7.3857,14.3035
58,2020-12-14,RONDA (RONDA),SP29084,5,0.0733,1,3.9571,19.1834
59,2020-12-14,UTRERA (BAJO GUADALQUIVIR),SP41095,5,1.437,5,6.6429,15.1325
60,2020-12-14,REINOSA,SP39059,5,0.1339,5,-1.9429,66
61,2020-12-14,FABERO,SP24070,5,0.0181,1,-2.0857,66
62,2020-12-14,MADRIDEJOS,SP45087,5,0.1813,5,0.0286,57.7428
63,2020-12-14,SIERO,SP33066,5,0.2952,5,4.3857,18.3793
64,2020-12-14,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,5,0.1536,2,4.4286,18.3032
65,2020-12-14,BAIX LLOBREGAT (SANT BOI),SP08200,5,0.1345,2,5.8286,16.1551
66,2020-12-14,NAJERA,SP26102,5,0.0263,1,-3.1571,66
67,2020-12-14,SANTO DOMINGO DE LA CALZADA,SP26138,5,0.0306,2,-3.1571,66
68,2020-12-14,VILLALPANDO,SP49250,5,0.1822,5,-0.0429,66
69,2020-12-14,RIO ANDARAX/RIO NACIMIENTO,SP04030,5,0.0656,1,4.1714,18.771
70,2020-12-14,MIRANDA DE EBRO,SP09219,5,0.0727,1,3.3,20.6035
71,2020-12-14,OCAÑA,SP45121,5,0.1916,5,-0.2143,66
72,2020-12-14,SORIA,SP42173,5,0.0179,1,-1.4714,66
73,2020-12-14,PLASENCIA,SP10148,5,0.1247,2,3.6714,19.7695
74,2020-12-14,TOLEDO,SP45168,5,0.113,5,-0.2143,66
75,2020-12-14,SEGRIA (LLEIDA),SP25120,5,0.1816,5,-0.6,66
76,2020-12-14,SARIÑENA,SP22213,5,0.0703,2,1.2,28.5142
77,2020-12-14,LERMA,SP09194,5,0.0166,1,-2.0,66
78,2020-12-14,BALTANAS,SP34022,5,0.0945,5,-1.6143,66
79,2020-12-14,NAVALMORAL DE LA MATA,SP10131,5,0.186,4,2.1571,23.9281
80,2020-12-14,NOROESTE (CARAVACA),SP30015,5,0.0908,2,1.7571,25.532
81,2020-12-14,VALLADOLID,SP47186,5,0.051,3,-1.7143,66
82,2020-12-14,SELVA (SANTA COLOMA DE FARNERS),SP17180,5,0.1328,3,1.0571,29.5054
83,2020-12-14,CARMONA (LOS ARCORES),SP41024,5,0.2213,3,7.4286,14.2583
84,2020-12-14,LEON,SP24089,5,0.0926,5,-0.8714,66
85,2020-12-14,BAZA (ALTIPLANICIE SUR),SP18023,5,0.0786,2,1.3,27.8883
86,2020-12-14,DAROCA,SP50094,5,0.2058,5,-0.8286,66
87,2020-12-14,ALT EMPORDA (FIGUERES),SP17066,5,0.2818,5,1.6143,26.1951
88,2020-12-14,EL MAESTRAT,SP12124,5,0.0307,2,-0.9286,66
89,2020-12-14,TORDESILLAS,SP47165,5,0.0557,3,-1.7143,66
90,2020-12-14,ALMODOVAR DEL CAMPO,SP13015,5,0.079,1,3.1286,21.0207
91,2020-12-14,ANTEQUERA (ANTEQUERA),SP29015,5,0.2055,3,4.3,18.5336
92,2020-12-14,CALDAS,SP36005,5,0.0651,1,4.0429,19.0158
93,2020-12-14,SAHAGUN,SP24139,5,0.2451,5,-1.9,66
94,2020-12-14,ZAFRA,SP06158,5,0.1193,2,4.5,18.1781
95,2020-12-14,CASTUERA,SP06036,5,0.2262,3,4.9857,17.3766
96,2020-12-14,SALDAÑA,SP34157,5,0.0249,1,-1.9,66
97,2020-12-14,ALT URGELL (SEU D'URGELL),SP25203,5,0.0766,5,-2.8857,66
98,2020-12-14,SEGOVIA,SP40194,5,0.1194,5,-4.0571,66
99,2020-12-14,LOJA (VEGA/MONTES OCC.),SP18122,5,0.0526,1,2.3571,23.2347
100,2020-12-14,MONTORO (ALTO GUADALQUIVIR),SP14043,5,0.0534,1,3.1286,21.0207
101,2020-12-14,SANTA FE (VEGA DE GRANADA),SP18175,5,0.1937,4,2.3571,23.2347
102,2020-12-14,PRAVIA,SP33051,5,0.0702,1,5.6857,16.3492
103,2020-12-14,MEDINA DE RIOSECO,SP47086,5,0.0217,1,-1.7143,66
104,2020-12-14,UBEDA (LA LOMA),SP23092,5,0.059,1,2.5429,22.6417
105,2020-12-14,CUENCA,SP16078,5,0.2726,5,-1.4,66
106,2020-12-14,MOTILLA DEL PALANCAR,SP16134,5,0.0883,5,-0.2143,66
107,2020-12-14,RIAZA,SP40170,5,0.0164,1,-0.9143,66
108,2020-12-14,AZUAGA,SP06014,5,0.0968,1,4.5,18.1781
109,2020-12-14,CANTILLANA (VEGA DE SEVILLA),SP41023,5,0.181,2,7.4286,14.2583
110,2020-12-14,VERIN,SP32085,5,0.1061,5,-1.5429,66
111,2020-12-14,MORA DE RUBIELOS,SP44158,5,0.0484,3,-0.9286,66
112,2020-12-14,TERUEL,SP44216,5,0.0484,3,-2.0857,66
113,2020-12-14,CALZADA DE CALATRAVA,SP13027,5,0.0536,1,0.8714,31.0162
114,2020-12-14,LOGROSAN (ZORITA),SP10109,5,0.1576,2,4.9857,17.3766
115,2020-12-14,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,5,0.2275,4,2.8,21.8884
116,2020-12-14,ALBARRACÍN,SP44009,5,0.1613,5,-2.0857,66
117,2020-12-14,CANTAVIEJA,SP44059,5,0.073,4,-0.9286,66
118,2020-12-14,TAUSTE,SP50252,5,0.1086,2,2.7571,22.009
119,2020-12-14,VALLES ORIENTAL (GRANOLLERS),SP08096,5,0.0763,1,5.7857,16.2128
120,2020-12-14,ÁGREDA,SP42004,5,0.0234,1,-1.4714,66
121,2020-12-14,ALFAMBRA,SP44016,5,0.0967,5,-2.0857,66
122,2020-12-14,MONTALBÁN,SP44155,5,0.0967,5,-1.9286,66
123,2020-12-14,BAÑEZA LA,SP24010,5,0.0612,4,-2.1714,66
124,2020-12-14,LINARES (SIERRA MORENA/CAMPIÑA JAEN),SP23055,5,0.0526,1,2.5429,22.6417
125,2020-12-14,BENAVENTE,SP49021,5,0.0454,2,-0.0429,66
126,2020-12-14,FRAGA,SP22112,5,0.0562,1,1.9286,24.804
127,2020-12-14,PAREDES DE NAVA,SP34123,5,0.0493,3,-1.6143,66
128,2020-12-14,SIGUENZA,SP19257,5,0.0298,1,-2.9571,66
129,2020-12-14,VITIGUDINO,SP37376,5,0.0263,1,0.1571,44.4117
130,2020-12-14,ASTUDILLO,SP34017,5,0.034,2,-1.9,66
131,2020-12-14,LENA,SP33033,5,0.0286,1,-1.9857,66
132,2020-12-14,BARBASTRO,SP22048,5,0.0468,1,1.2,28.5142
133,2020-12-14,VALDERROBRES,SP44246,5,0.0686,1,1.3286,27.7183
134,2020-12-14,MOLINA DE ARAGÓN,SP19190,5,0.0221,1,-3.5143,66
135,2020-12-14,SEPÚLVEDA,SP40195,5,0.0221,1,-2.0,66
136,2020-12-14,CALAMOCHA,SP44050,5,0.0475,3,-0.8286,66
137,2020-12-14,GARROTXA (OLOT),SP17114,5,0.0467,1,1.6143,26.1951
138,2020-12-14,CASTROJERIZ,SP09091,5,0.0467,3,-1.9,66
139,2020-12-14,VALENCIA DE DON JUAN,SP24188,5,0.0441,2,-0.0429,66
140,2020-12-14,ASTORGA,SP24008,5,0.0154,1,-2.1714,66
141,2020-12-14,PALENCIA,SP34120,5,0.0389,2,-1.6143,66
1,2020-12-21,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,7,2.1564,5,10.9143,11.2496
2,2020-12-21,LITORAL,SP11016,7,1.9542,5,15.1,8.7111
3,2020-12-21,GIJON,SP33024,7,0.5425,5,9.7286,12.149
4,2020-12-21,VIGO-O BAIXO MIÑO,SP36039,7,0.2334,3,8.3286,13.364
5,2020-12-21,BURGOS,SP09059,7,0.0842,1,2.2286,23.6734
6,2020-12-21,CARTAYA (COSTA OCCIDENTAL),SP21021,7,0.8886,5,11.8143,10.63
7,2020-12-21,ZAMORA,SP49275,7,0.0911,1,5.8429,16.136
8,2020-12-21,MANZANARES,SP13053,7,0.5953,5,5.3857,16.7731
9,2020-12-21,CACERES,SP10037,7,0.6614,5,8.5429,13.1654
10,2020-12-21,MERIDA,SP06083,7,0.6127,5,8.5429,13.1654
11,2020-12-21,L'HORTA SUD-ALDAIA,SP46021,7,0.2194,2,8.6286,13.0873
12,2020-12-21,BADAJOZ,SP06015,7,0.967,5,10.2857,11.7135
13,2020-12-21,DON BENITO,SP06044,7,0.6266,5,9.2286,12.5616
14,2020-12-21,ARANJUEZ,SP28013,7,0.427,5,5.1,17.1993
15,2020-12-21,PONIENTE,SP04003,7,0.1122,1,13.0857,9.8307
16,2020-12-21,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,7,0.1911,2,8,13.6788
17,2020-12-21,A MARIÑA OCCIDENTAL,SP27066,7,0.1281,1,10.0429,11.9003
18,2020-12-21,O SAR-BARBANZA,SP15065,7,0.4472,5,8.1143,13.5678
19,2020-12-21,PONTEVEDRA-O MORRAZO,SP36038,7,0.1209,1,8.3286,13.364
20,2020-12-21,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,7,0.2525,2,13.68,9.4834
21,2020-12-21,ORTEGAL,SP15061,7,0.1273,1,10.0429,11.9003
22,2020-12-21,LA JANDA,SP11023,7,0.3002,3,12.1571,10.4063
23,2020-12-21,TORRIJOS,SP45173,7,0.1541,2,6.5571,15.2341
24,2020-12-21,MALAGA (GUADAHORCE ORIENTAL),SP29067,7,0.587,5,12.84,9.9789
25,2020-12-21,COLMENAR VIEJO,SP28045,7,0.4534,5,3.9,19.2972
26,2020-12-21,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,7,0.3115,4,8.0714,13.6093
27,2020-12-21,ARABA-ALAVA,SP01059,7,0.5294,5,3.9286,19.2401
28,2020-12-21,TERRA DE SONEIRA,SP15093,7,0.1774,2,10.2857,11.7135
29,2020-12-21,MADRID (C.U.),SP28079,7,0.8357,5,3.9571,19.1834
30,2020-12-21,LUGO,SP27028,7,0.1534,2,6.9,14.8355
31,2020-12-21,TALAVERA DE LA REINA,SP45165,7,0.5008,5,5.0833,17.2249
32,2020-12-21,SALAMANCA,SP37274,7,0.2574,5,3.1429,20.9851
33,2020-12-21,BUSTURIALDEA,SP48021,7,0.1871,2,9.0429,12.7206
34,2020-12-21,CAMPIÑA,SP11020,7,1.8855,5,10.5714,11.4992
35,2020-12-21,ALMONTE (ENTORNO DE DOÑANA),SP21005,7,2.1757,5,11.8571,10.6017
36,2020-12-21,IRURZUN,SP31904,7,0.2011,2,8.2143,13.4721
37,2020-12-21,DONOSTIALDEA-BIDASOA,SP20063,7,0.39,5,6.9857,14.739
38,2020-12-21,ARGANDA DEL REY,SP28014,7,0.3822,5,3.2143,20.8093
39,2020-12-21,TUDELA,SP31232,7,0.1654,3,3.7857,19.5297
40,2020-12-21,HUESCA,SP22125,7,0.1094,2,3.3143,20.5697
41,2020-12-21,TRUJILLO,SP10195,7,0.4816,5,9.2286,12.5616
42,2020-12-21,TORRELAVEGA,SP39087,7,0.3391,4,8.6,13.1132
43,2020-12-21,GUADALAJARA,SP19130,7,0.182,5,1.2143,28.4217
44,2020-12-21,ALCALA DE HENARES,SP28005,7,0.12,2,3.2143,20.8093
45,2020-12-21,ESTELLA,SP31097,7,0.1279,2,4.8857,17.535
46,2020-12-21,TAFALLA,SP31227,7,0.154,3,3.7857,19.5297
47,2020-12-21,XALLAS-MUROS,SP15077,7,0.102,1,10.2857,11.7135
48,2020-12-21,TERRA DE LEMOS-QUIROGA,SP27031,7,0.1144,1,5.1571,17.1122
49,2020-12-21,MARCHENA (SERRANÍA SUDOESTE),SP41060,7,0.1432,1,10.7714,11.3527
50,2020-12-21,CAMPO DE GIBRALTAR,SP11004,7,0.4972,4,13.0429,9.8564
51,2020-12-21,PAMPLONA,SP31201,7,0.146,2,3.6,19.9231
52,2020-12-21,EJEA DE LOS CABALLEROS,SP50095,7,0.1659,3,3.7857,19.5297
53,2020-12-21,HERRERA DEL DUQUE,SP06063,7,0.0885,1,8.2286,13.4585
54,2020-12-21,MONTSIA (AMPOSTA),SP43014,7,0.7273,5,9.2714,12.5253
55,2020-12-21,RONDA (RONDA),SP29084,7,0.0745,1,7.9857,13.6927
56,2020-12-21,UTRERA (BAJO GUADALQUIVIR),SP41095,7,1.4718,5,10.7714,11.3527
57,2020-12-21,REINOSA,SP39059,7,0.1308,5,0.1143,46.902
58,2020-12-21,PLASENCIA,SP10148,7,0.1328,1,7.2286,14.4717
59,2020-12-21,MADRIDEJOS,SP45087,7,0.1791,3,4.6429,17.9337
60,2020-12-21,SIERO,SP33066,7,0.3166,4,7.7571,13.9198
61,2020-12-21,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,7,0.1825,2,8.0714,13.6093
62,2020-12-21,BAIX LLOBREGAT (SANT BOI),SP08200,7,0.1377,2,6.7143,15.0489
63,2020-12-21,VILLALPANDO,SP49250,7,0.1808,3,3.5857,19.9542
64,2020-12-21,MIRANDA DE EBRO,SP09219,7,0.0725,1,4.8857,17.535
65,2020-12-21,OCAÑA,SP45121,7,0.1908,3,5.1,17.1993
66,2020-12-21,BAÑEZA LA,SP24010,7,0.0731,1,1.4429,27.073
67,2020-12-21,AZUAGA,SP06014,7,0.1161,1,8.0571,13.6231
68,2020-12-21,CASTUERA,SP06036,7,0.2538,3,9.2286,12.5616
69,2020-12-21,TOLEDO,SP45168,7,0.1125,1,5.1,17.1993
70,2020-12-21,SEGRIA (LLEIDA),SP25120,7,0.1873,5,-0.8429,66
